epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,1307.1,0.53769,0.41204,0.93966,0.83303,0.68475,0.74444,0.60392,0.99038,0.90319,1.17795,0.000451066,0.000451066,0.000451066
182,1314.28,0.53217,0.39937,0.93656,0.83406,0.68015,0.78083,0.62134,0.97135,0.85144,1.17053,0.0004474,0.0004474,0.0004474
183,1321.38,0.52529,0.38845,0.93702,0.78247,0.73226,0.78997,0.63961,0.96029,0.82789,1.15723,0.000443733,0.000443733,0.000443733
184,1328.66,0.52273,0.39755,0.93661,0.86728,0.68686,0.80221,0.64663,0.98477,0.85585,1.1702,0.000440067,0.000440067,0.000440067
185,1336,0.51857,0.39256,0.93797,0.82322,0.70244,0.78269,0.63379,0.98123,0.85436,1.18709,0.000436401,0.000436401,0.000436401
186,1343.2,0.51436,0.39134,0.93434,0.87425,0.72602,0.78934,0.62711,0.97894,0.79731,1.19232,0.000432734,0.000432734,0.000432734
187,1350.41,0.50705,0.38744,0.92822,0.87655,0.73303,0.80534,0.64904,0.95214,0.74579,1.1627,0.000429068,0.000429068,0.000429068
188,1357.74,0.52148,0.38947,0.92879,0.88309,0.67408,0.76942,0.60803,0.97585,0.79724,1.16375,0.000425402,0.000425402,0.000425402
189,1364.84,0.51516,0.39353,0.92465,0.86344,0.64619,0.74649,0.58889,0.98437,0.84821,1.16544,0.000421736,0.000421736,0.000421736
190,1371.98,0.52505,0.40189,0.94001,0.85229,0.71339,0.76986,0.60582,0.9721,0.82743,1.17653,0.000418069,0.000418069,0.000418069
191,1379.1,0.52763,0.3844,0.92833,0.8016,0.61588,0.73278,0.5815,0.97685,0.84298,1.1667,0.000414403,0.000414403,0.000414403
192,1386.29,0.51037,0.38837,0.92582,0.8505,0.70502,0.79608,0.6422,0.95583,0.78942,1.15917,0.000410737,0.000410737,0.000410737
193,1393.34,0.50315,0.37945,0.92599,0.88624,0.72145,0.80688,0.6334,0.94794,0.77749,1.16975,0.00040707,0.00040707,0.00040707
194,1400.51,0.53083,0.3952,0.92751,0.89944,0.71944,0.81401,0.64446,0.96758,0.78364,1.16012,0.000403404,0.000403404,0.000403404
195,1407.72,0.49607,0.37226,0.91841,0.82865,0.73893,0.8102,0.6496,0.97562,0.78218,1.17932,0.000399738,0.000399738,0.000399738
196,1415.08,0.50011,0.37776,0.92435,0.79766,0.70971,0.78336,0.62048,0.93649,0.79078,1.14189,0.000396071,0.000396071,0.000396071
197,1422.2,0.50767,0.37388,0.91757,0.85891,0.6873,0.78512,0.6348,0.92531,0.8011,1.13601,0.000392405,0.000392405,0.000392405
198,1429.34,0.51401,0.38394,0.92987,0.8543,0.73026,0.78522,0.63523,0.91263,0.78047,1.13652,0.000388739,0.000388739,0.000388739
199,1436.51,0.49253,0.37159,0.92091,0.84212,0.72396,0.80354,0.64625,0.92839,0.77629,1.13812,0.000385073,0.000385073,0.000385073
200,1443.59,0.49569,0.37,0.92204,0.80429,0.74672,0.80869,0.64789,0.93249,0.80321,1.13883,0.000381406,0.000381406,0.000381406
201,1450.78,0.49866,0.37207,0.93221,0.8578,0.68277,0.78812,0.62494,0.97395,0.88457,1.16197,0.00037774,0.00037774,0.00037774
202,1457.94,0.49655,0.37589,0.92132,0.78925,0.73268,0.77101,0.6217,0.96896,0.88124,1.16098,0.000374074,0.000374074,0.000374074
203,1465.11,0.48059,0.36657,0.91003,0.84861,0.71637,0.7855,0.63627,0.95769,0.89455,1.16218,0.000370407,0.000370407,0.000370407
204,1472.23,0.49617,0.37674,0.92746,0.84996,0.75531,0.79505,0.64854,0.97191,0.83448,1.17808,0.000366741,0.000366741,0.000366741
205,1479.41,0.49018,0.36393,0.92296,0.8844,0.69673,0.79244,0.63844,0.94916,0.82933,1.1671,0.000363075,0.000363075,0.000363075
206,1486.54,0.4845,0.37025,0.92095,0.84424,0.69096,0.79048,0.63385,0.96789,0.82798,1.17798,0.000359409,0.000359409,0.000359409
207,1493.69,0.48187,0.36236,0.92084,0.82615,0.76908,0.81114,0.65191,0.97432,0.82443,1.17903,0.000355742,0.000355742,0.000355742
208,1500.95,0.48944,0.35709,0.92221,0.77946,0.76411,0.80382,0.64375,0.95493,0.81934,1.17064,0.000352076,0.000352076,0.000352076
209,1508.09,0.47704,0.35946,0.91927,0.73046,0.79098,0.79941,0.63803,0.96238,0.80492,1.15672,0.00034841,0.00034841,0.00034841
210,1515.25,0.48334,0.3542,0.91765,0.84334,0.71084,0.79409,0.63165,0.95191,0.79009,1.17094,0.000344743,0.000344743,0.000344743
211,1522.41,0.48886,0.37136,0.9241,0.89548,0.69254,0.79701,0.64858,0.96055,0.80906,1.17795,0.000341077,0.000341077,0.000341077
212,1529.58,0.48346,0.35759,0.91659,0.88022,0.70303,0.80235,0.63974,0.94276,0.81609,1.16532,0.000337411,0.000337411,0.000337411
213,1536.71,0.47224,0.35612,0.92136,0.88637,0.70413,0.79601,0.64159,0.96834,0.83801,1.18061,0.000333744,0.000333744,0.000333744
214,1543.78,0.48366,0.36564,0.91827,0.78898,0.73709,0.79058,0.62177,0.9657,0.81348,1.19397,0.000330078,0.000330078,0.000330078
215,1550.92,0.46531,0.35248,0.91735,0.87614,0.71219,0.8074,0.65443,0.95334,0.7906,1.17008,0.000326412,0.000326412,0.000326412
216,1558.3,0.48429,0.36588,0.91243,0.87217,0.75368,0.80835,0.64933,0.93322,0.80773,1.12739,0.000322745,0.000322745,0.000322745
217,1565.53,0.48095,0.35243,0.92285,0.89902,0.72572,0.82169,0.65826,0.94004,0.82376,1.1498,0.000319079,0.000319079,0.000319079
218,1572.89,0.46699,0.3462,0.91018,0.84607,0.75841,0.81042,0.66246,0.93616,0.8008,1.16123,0.000315413,0.000315413,0.000315413
219,1580.23,0.48109,0.35761,0.91251,0.81902,0.722,0.79097,0.64115,0.96172,0.84109,1.17926,0.000311747,0.000311747,0.000311747
220,1587.45,0.48445,0.35989,0.91257,0.84343,0.73672,0.79314,0.64154,0.96402,0.83938,1.17353,0.00030808,0.00030808,0.00030808
221,1594.54,0.47571,0.35421,0.9167,0.8602,0.68417,0.7813,0.62161,0.94748,0.85981,1.16403,0.000304414,0.000304414,0.000304414
222,1601.7,0.47857,0.35905,0.91822,0.80364,0.7071,0.78059,0.62311,0.96502,0.84997,1.17222,0.000300748,0.000300748,0.000300748
223,1608.84,0.47116,0.34202,0.91206,0.85242,0.70542,0.80026,0.64819,0.94712,0.8296,1.16058,0.000297081,0.000297081,0.000297081
224,1616.04,0.46469,0.3494,0.90925,0.86241,0.6998,0.78524,0.638,0.95904,0.83404,1.16112,0.000293415,0.000293415,0.000293415
225,1623.16,0.45674,0.34779,0.90295,0.86451,0.65523,0.77743,0.63379,0.96442,0.88334,1.171,0.000289749,0.000289749,0.000289749
226,1630.39,0.45671,0.34381,0.90474,0.75651,0.75112,0.77026,0.62457,0.95921,0.86118,1.17321,0.000286083,0.000286083,0.000286083
227,1637.54,0.46789,0.34306,0.91112,0.75497,0.74751,0.78498,0.63247,0.9539,0.79204,1.16519,0.000282416,0.000282416,0.000282416
228,1644.66,0.45465,0.33567,0.901,0.83598,0.68841,0.77813,0.63508,0.94982,0.82826,1.15915,0.00027875,0.00027875,0.00027875
229,1651.81,0.44393,0.33209,0.90281,0.81607,0.71716,0.79981,0.65769,0.94556,0.82322,1.16151,0.000275084,0.000275084,0.000275084
230,1658.96,0.45858,0.34381,0.90854,0.81503,0.75981,0.8031,0.66398,0.94489,0.81529,1.15775,0.000271417,0.000271417,0.000271417
231,1666.38,0.45681,0.34237,0.9026,0.77658,0.76154,0.77763,0.63939,0.94855,0.82034,1.16405,0.000267751,0.000267751,0.000267751
232,1673.52,0.44876,0.3333,0.90458,0.82268,0.68691,0.76661,0.62914,0.95103,0.82683,1.17389,0.000264085,0.000264085,0.000264085
233,1680.6,0.46288,0.34015,0.90929,0.79642,0.69105,0.75796,0.62703,0.94869,0.85233,1.17284,0.000260418,0.000260418,0.000260418
234,1687.75,0.44279,0.34172,0.90237,0.8508,0.66488,0.76645,0.62702,0.93533,0.83043,1.15576,0.000256752,0.000256752,0.000256752
235,1694.93,0.44935,0.33682,0.90687,0.83447,0.73181,0.78084,0.63872,0.94138,0.82118,1.15702,0.000253086,0.000253086,0.000253086
236,1702.08,0.44405,0.34244,0.91045,0.84184,0.7183,0.77927,0.63367,0.95527,0.81617,1.16413,0.00024942,0.00024942,0.00024942
237,1709.2,0.44126,0.33202,0.90886,0.81376,0.71996,0.78426,0.62972,0.96181,0.80203,1.17754,0.000245753,0.000245753,0.000245753
238,1716.38,0.43809,0.33086,0.89822,0.82862,0.72427,0.79835,0.64571,0.946,0.81235,1.1728,0.000242087,0.000242087,0.000242087
239,1723.49,0.44749,0.33521,0.905,0.80973,0.72457,0.80637,0.64409,0.95997,0.82437,1.17764,0.000238421,0.000238421,0.000238421
240,1730.6,0.44421,0.3347,0.905,0.88722,0.69964,0.81479,0.65246,0.93589,0.82379,1.15519,0.000234754,0.000234754,0.000234754
241,1737.71,0.45946,0.33949,0.91078,0.86121,0.72104,0.80246,0.64768,0.95446,0.85311,1.17457,0.000231088,0.000231088,0.000231088
242,1744.86,0.44183,0.32569,0.90806,0.8796,0.65616,0.79925,0.6471,0.94917,0.83465,1.17999,0.000227422,0.000227422,0.000227422
243,1752,0.44622,0.3296,0.90635,0.82464,0.72888,0.80981,0.65234,0.94424,0.81136,1.17671,0.000223755,0.000223755,0.000223755
244,1759.1,0.43663,0.33128,0.90272,0.85224,0.68827,0.7951,0.63826,0.93689,0.80904,1.15707,0.000220089,0.000220089,0.000220089
245,1766.21,0.43725,0.32915,0.90306,0.82568,0.70425,0.7869,0.63513,0.95471,0.84354,1.16803,0.000216423,0.000216423,0.000216423
246,1773.32,0.43136,0.32527,0.90039,0.86382,0.73673,0.80205,0.65161,0.93337,0.82515,1.1502,0.000212757,0.000212757,0.000212757
247,1780.49,0.43205,0.32551,0.89703,0.84574,0.72656,0.80542,0.66259,0.93576,0.785,1.15704,0.00020909,0.00020909,0.00020909
248,1787.65,0.41839,0.31735,0.89828,0.87502,0.71554,0.80335,0.66288,0.947,0.79424,1.15742,0.000205424,0.000205424,0.000205424
249,1794.85,0.43118,0.3235,0.89488,0.86393,0.71982,0.79423,0.65371,0.95454,0.81954,1.15959,0.000201758,0.000201758,0.000201758
250,1801.96,0.42009,0.31191,0.89765,0.89889,0.70324,0.80445,0.65878,0.94541,0.83896,1.15578,0.000198091,0.000198091,0.000198091
251,1809.1,0.42324,0.32492,0.89906,0.89632,0.71804,0.80232,0.64865,0.93706,0.80738,1.14115,0.000194425,0.000194425,0.000194425
252,1816.26,0.42514,0.31679,0.8981,0.89512,0.72339,0.80928,0.6502,0.939,0.8025,1.1368,0.000190759,0.000190759,0.000190759
253,1823.37,0.42352,0.3239,0.89336,0.8045,0.74635,0.79527,0.64543,0.91954,0.78705,1.13091,0.000187092,0.000187092,0.000187092
254,1830.58,0.43716,0.32302,0.90375,0.8678,0.7252,0.80373,0.6645,0.91299,0.79529,1.12872,0.000183426,0.000183426,0.000183426
255,1837.94,0.41285,0.319,0.89393,0.87826,0.71571,0.80542,0.67211,0.91639,0.7917,1.12278,0.00017976,0.00017976,0.00017976
256,1845.25,0.41004,0.30705,0.89056,0.89564,0.70704,0.80232,0.66847,0.92134,0.80613,1.12998,0.000176094,0.000176094,0.000176094
257,1852.41,0.42149,0.31386,0.89908,0.89671,0.70804,0.80448,0.66685,0.91941,0.79015,1.12883,0.000172427,0.000172427,0.000172427
258,1859.53,0.42314,0.30842,0.89158,0.88885,0.69885,0.8145,0.67131,0.92318,0.79466,1.13071,0.000168761,0.000168761,0.000168761
259,1866.83,0.41565,0.30614,0.89087,0.90381,0.70624,0.81558,0.67416,0.91817,0.80855,1.13847,0.000165095,0.000165095,0.000165095
260,1874.19,0.41509,0.30782,0.89329,0.89822,0.70025,0.81019,0.67117,0.93188,0.80076,1.15529,0.000161428,0.000161428,0.000161428
261,1881.38,0.40936,0.30428,0.89224,0.8946,0.70849,0.80099,0.66118,0.9413,0.81018,1.15584,0.000157762,0.000157762,0.000157762
262,1888.52,0.42306,0.31219,0.89862,0.88968,0.70533,0.8012,0.66836,0.93532,0.80994,1.15197,0.000154096,0.000154096,0.000154096
263,1895.76,0.41603,0.31214,0.89699,0.89446,0.70256,0.79585,0.66498,0.94081,0.82494,1.15929,0.000150429,0.000150429,0.000150429
264,1902.84,0.42262,0.31639,0.89718,0.87743,0.71697,0.79208,0.65187,0.93553,0.83093,1.15707,0.000146763,0.000146763,0.000146763
265,1910.02,0.41654,0.30824,0.88756,0.88413,0.71558,0.8075,0.66764,0.92299,0.81119,1.14513,0.000143097,0.000143097,0.000143097
266,1917.17,0.42045,0.31319,0.89239,0.89271,0.7212,0.80993,0.67503,0.91923,0.81353,1.13721,0.000139431,0.000139431,0.000139431
267,1924.45,0.40554,0.31028,0.88958,0.89427,0.71825,0.81715,0.68405,0.90947,0.78705,1.13088,0.000135764,0.000135764,0.000135764
268,1931.75,0.40294,0.29881,0.89308,0.89465,0.71847,0.81062,0.67304,0.91581,0.78922,1.13785,0.000132098,0.000132098,0.000132098
269,1938.92,0.39848,0.29117,0.89053,0.88328,0.72412,0.81064,0.67501,0.91623,0.80211,1.14193,0.000128432,0.000128432,0.000128432
270,1945.99,0.40888,0.29792,0.89245,0.89915,0.71337,0.80859,0.66817,0.91185,0.80673,1.14347,0.000124765,0.000124765,0.000124765
271,1953.16,0.40174,0.30644,0.89057,0.90031,0.70906,0.80478,0.67354,0.91877,0.81188,1.14251,0.000121099,0.000121099,0.000121099
272,1960.28,0.4106,0.30446,0.88871,0.89012,0.7213,0.80169,0.66859,0.9148,0.79635,1.14142,0.000117433,0.000117433,0.000117433
273,1967.46,0.39957,0.299,0.8872,0.8614,0.72827,0.80196,0.67309,0.9167,0.79012,1.14211,0.000113766,0.000113766,0.000113766
274,1974.55,0.37954,0.28549,0.88169,0.86383,0.72383,0.80958,0.6747,0.92028,0.80865,1.14394,0.0001101,0.0001101,0.0001101
275,1981.65,0.40785,0.30845,0.89198,0.89649,0.71395,0.81511,0.67331,0.92854,0.80913,1.14652,0.000106434,0.000106434,0.000106434
276,1988.8,0.40051,0.29913,0.89159,0.89246,0.71439,0.81605,0.66707,0.9173,0.79251,1.14721,0.000102768,0.000102768,0.000102768
277,1995.92,0.39593,0.29903,0.89083,0.89348,0.71131,0.80881,0.66847,0.91661,0.80863,1.14399,9.91012e-05,9.91012e-05,9.91012e-05
278,2003.11,0.40372,0.29745,0.88823,0.89857,0.70744,0.81069,0.66759,0.91269,0.79925,1.14356,9.54349e-05,9.54349e-05,9.54349e-05
279,2010.33,0.3978,0.29606,0.89153,0.90583,0.70119,0.81271,0.66928,0.91692,0.79764,1.15011,9.17686e-05,9.17686e-05,9.17686e-05
280,2017.48,0.39299,0.29624,0.88424,0.9077,0.70573,0.8143,0.67042,0.91815,0.78774,1.14689,8.81023e-05,8.81023e-05,8.81023e-05
281,2024.7,0.39091,0.29444,0.89329,0.91624,0.70558,0.81523,0.67245,0.91943,0.77607,1.14474,8.4436e-05,8.4436e-05,8.4436e-05
282,2031.85,0.37966,0.29739,0.88714,0.82956,0.76056,0.81295,0.67408,0.91197,0.77444,1.1367,8.07697e-05,8.07697e-05,8.07697e-05
283,2038.99,0.38721,0.29344,0.88681,0.9117,0.711,0.81494,0.67363,0.91557,0.77825,1.14305,7.71034e-05,7.71034e-05,7.71034e-05
284,2046.08,0.38444,0.2939,0.88801,0.91565,0.70835,0.82291,0.67741,0.91362,0.77179,1.14531,7.34371e-05,7.34371e-05,7.34371e-05
285,2053.21,0.3863,0.28633,0.88061,0.91071,0.70991,0.82045,0.68066,0.91295,0.76486,1.14557,6.97708e-05,6.97708e-05,6.97708e-05
286,2060.34,0.38033,0.28233,0.88291,0.91261,0.71122,0.81748,0.67723,0.91219,0.77389,1.15013,6.61045e-05,6.61045e-05,6.61045e-05
287,2067.45,0.37812,0.2841,0.87904,0.91206,0.71136,0.8183,0.67908,0.91502,0.78932,1.1531,6.24382e-05,6.24382e-05,6.24382e-05
288,2074.6,0.38744,0.28843,0.88581,0.90777,0.71451,0.81698,0.67753,0.91273,0.7878,1.14554,5.87719e-05,5.87719e-05,5.87719e-05
289,2081.65,0.3788,0.28349,0.88695,0.90818,0.71022,0.81662,0.67196,0.91304,0.79408,1.1431,5.51056e-05,5.51056e-05,5.51056e-05
290,2088.86,0.37878,0.28543,0.88558,0.90283,0.71733,0.81477,0.66966,0.91132,0.79193,1.14264,5.14393e-05,5.14393e-05,5.14393e-05
291,2099.22,0.35658,0.24945,0.84219,0.91393,0.73093,0.82581,0.67749,0.9246,0.79148,1.1552,4.7773e-05,4.7773e-05,4.7773e-05
292,2106.36,0.35544,0.24337,0.84455,0.91134,0.71815,0.82235,0.67168,0.92433,0.79507,1.15558,4.41067e-05,4.41067e-05,4.41067e-05
293,2113.43,0.34096,0.23319,0.83978,0.91315,0.71566,0.821,0.67378,0.92054,0.7895,1.15712,4.04404e-05,4.04404e-05,4.04404e-05
294,2120.51,0.34775,0.23931,0.84742,0.89908,0.74215,0.82264,0.67976,0.91789,0.78012,1.15819,3.67741e-05,3.67741e-05,3.67741e-05
295,2127.67,0.33787,0.22956,0.83061,0.9011,0.74005,0.82163,0.67934,0.91882,0.77872,1.16122,3.31078e-05,3.31078e-05,3.31078e-05
296,2134.73,0.33311,0.22722,0.83324,0.88812,0.75386,0.82187,0.68171,0.91722,0.78179,1.16527,2.94415e-05,2.94415e-05,2.94415e-05
297,2141.88,0.33347,0.22351,0.83674,0.88699,0.75417,0.82005,0.68378,0.91097,0.77013,1.16115,2.57752e-05,2.57752e-05,2.57752e-05
298,2149.14,0.33338,0.22451,0.83562,0.88565,0.74774,0.81557,0.68042,0.91062,0.7718,1.15932,2.21089e-05,2.21089e-05,2.21089e-05
299,2156.22,0.32877,0.22124,0.83401,0.89331,0.74435,0.81528,0.68111,0.90967,0.7724,1.15939,1.84426e-05,1.84426e-05,1.84426e-05
300,2163.28,0.32834,0.2238,0.83362,0.89533,0.74726,0.81057,0.67613,0.90901,0.77295,1.1593,1.47763e-05,1.47763e-05,1.47763e-05
